0.101744349	0.242118414	0.915585216	0.514111815	0.189199839	0.165612265
0.158604921	0.915390752	0.823553696	0.252045122	0.365790624	0.086777114
0.19814416	0.094421528	0.900792963	0.678715409	0.459342813	0.150091364
0.078513334	0.110271748	0.940685227	0.78176887	0.548318901	0.888147084
0.08458597	0.875215045	0.826338121	0.19300798	0.790404779	0.552612725
0.205041254	0.043243654	0.876873566	0.42629415	0.740867495	0.247226957
0.193319582	0.108889066	0.931709022	0.618649951	0.803574968	0.672080305
0.128500915	0.453025065	0.930467367	0.430330035	0.959715731	0.959527319
0.237980928	0.913206914	0.852624843	0.319779966	0.929869132	0.56374847
0.341625299	0.061048328	0.907692385	0.484632225	0.888132017	0.583842489
0.317460272	0.17280243	0.944382139	0.536100778	0.942063741	0.870254254
0.322667997	0.708653638	0.898284318	0.344371194	0.979876185	0.892234506
0.491052901	0.948906951	0.882451672	0.356003106	0.949828784	0.579407045
0.571007261	0.07439771	0.929121144	0.549467202	0.951201744	0.665019262
0.564021739	0.11028222	0.022903975	0.717047284	0.972598007	0.562415062
0.549780798	0.629525785	0.942634431	0.047227086	0.991603008	0.236659307
0.592981206	0.217975767	0.063536034	0.079517957	0.983642815	0.109267558
0.457806419	0.932767141	0.051253096	0.489792663	0.958550797	0.972114336
0.693946888	0.891806608	0.058681937	0.692090183	0.938350153	0.091151717
0.658462926	0.092469252	0.072359894	0.043471785	0.893353201	0.146798173
0.690428078	0.754452318	0.050641012	0.825023997	0.880043793	0.111732341
0.531439147	0.567731979	0.042040903	0.893623383	0.921948033	0.518279735
0.402825525	0.233255167	0.065730836	0.033927865	0.912088464	0.447374188
0.498916175	0.075965413	0.057420162	0.046009933	0.813228661	0.049195135
0.470503659	0.69068969	0.037225772	0.803434047	0.828220687	0.280839066
0.274924459	0.496599977	0.036925354	0.926905826	0.886326917	0.665376758
0.257450663	0.179542361	0.06105884	0.060937979	0.769066118	0.295189792
0.383460381	0.64170486	0.042457412	0.655414166	0.665880656	0.043312176
0.27792274	0.641005032	0.026179801	0.787528341	0.709443922	0.578062368
0.125843045	0.459093571	0.029958597	0.949785102	0.693425655	0.889958078
0.17747215	0.930108812	0.039100723	0.702697277	0.355363751	0.625500217
0.102986358	0.438826407	0.074248223	0.185471682	0.605626478	0.956146872
0.243463829	0.172065935	0.104814023	0.552719275	0.645531258	0.321572652
0.337435926	0.816910335	0.084855986	0.120866213	0.810738298	0.035730836
0.297977928	0.082842066	0.136208445	0.770057677	0.785596974	0.344792164
0.124094139	0.944488879	0.131353888	0.932168188	0.763924041	0.880608934
0.17293387	0.869409098	0.071685772	0.154741497	0.914276634	0.39051462
0.313151723	0.056120388	0.129614368	0.565649494	0.921380831	0.19029249
0.224257519	0.062313153	0.211071612	0.748188044	0.912897452	0.664653598
0.121104557	0.787346043	0.153796826	0.117760495	0.982365535	0.911305412
0.283995252	0.905807546	0.097872332	0.293846788	0.985992139	0.289525727
0.369290136	0.954316103	0.227909247	0.584045495	0.969090001	0.407981883
0.249481555	0.050539165	0.374756241	0.641702115	0.961818804	0.936359998
0.265073353	0.360261693	0.577616446	0.220498711	0.991314829	0.789850813
0.471422621	0.805365963	0.341098285	0.40432048	0.991333636	0.378433687
0.473209174	0.919119351	0.385761239	0.596228562	0.971056994	0.7694205
0.401865917	0.042173198	0.516852114	0.592147417	0.958438524	0.957691342
0.101744349	0.242118414	0.514111815	0.915585216	0.165612265	0.189199839
0.090171024	0.281041331	0.930257421	0.509311844	0.29927031	0.236013727
0.089470777	0.416072294	0.870402076	0.605300032	0.780346304	0.412343134
0.065537902	0.836700995	0.650707461	0.416800407	0.568720255	0.757928357
0.120345422	0.075576737	0.774559338	0.395187164	0.187728506	0.539584475
0.170571823	0.309492716	0.827544141	0.45607589	0.505737997	0.607893803
0.179662285	0.640463167	0.738076553	0.474458877	0.677011455	0.803984046
0.218362479	0.911769467	0.682734244	0.414501082	0.397820571	0.795392268
0.315336209	0.133055376	0.773723449	0.418857731	0.343812525	0.677657955
0.35671037	0.425182967	0.772655411	0.450437688	0.580652332	0.80144456
0.399604623	0.778632621	0.70171818	0.426952163	0.57211321	0.833718228
0.470578665	0.958453643	0.712544134	0.404299217	0.376737959	0.801906869
0.57579407	0.239028762	0.766253435	0.392249084	0.45062234	0.73542488
0.647066869	0.518541833	0.732288381	0.503309464	0.569610953	0.780943618
0.689887831	0.6664498	0.686631152	0.662048644	0.527619834	0.598441086
0.726763596	0.054263164	0.680323292	0.06318099	0.372598872	0.179368794
0.766529283	0.884076914	0.635467903	0.064047735	0.443757906	0.064805685
0.612017705	0.551882381	0.623537421	0.406173102	0.558177889	0.989475426
